Sl.No,Lane,VehicleType,Entry,Exit
1982,1,3,11776.88,11784.04
1983,2,2,11780.52,11787.12
1984,1,1,11778.12,11785.24
1985,1,1,11779.36,11786.68
1986,1,3,11784.76,11793.72
1987,1,4,11790.52,11798.32
1988,1,3,11793.48,11800.16
1989,1,2,11795.24,11801.88
1990,1,1,11797.16,11803.68
1991,1,3,11798.2,11803.04
1992,1,1,11799.16,11805.28
1993,2,2,11805.8,11813.68
1994,1,1,11805.72,11813.28
1995,1,3,11808.68,11816.12
1996,1,1,11811.24,11817.28
1997,1,1,11813.4,11819.6
1998,1,3,11814.48,11822.8
1999,2,1,11816.36,11821.24
2000,1,3,11819.36,11828.44
2001,1,3,11826.88,11835.84
2002,1,4,11839.6,11845.6
2003,1,1,11850.2,11860.28
2004,1,2,11853.72,11862.12
2005,1,3,11853.84,11859.96
2006,1,3,11861.64,11868.96
2007,1,4,11865.2,11874.24
2008,1,4,11872.48,11879.12
2009,1,3,11876.8,11884.12
2010,1,3,11877.04,11882.8
2011,1,3,11879.2,11885.56
2012,1,3,11881.76,11888.52
2013,1,1,11888.44,11894.64
2014,2,3,11891.68,11900.16
2015,1,2,11899.08,11907.12
2016,2,1,11908.76,11914.48
2017,2,1,11910.16,11917.24
2018,1,3,11910.64,11923.16
2019,1,3,11916.32,11923.36
2020,1,3,11918.2,11924.24
2021,1,3,11919.16,11924.88
2022,1,3,11922.96,11930.4
2023,1,1,11923.16,11931.6
2024,1,4,11940.88,11948.92
2025,1,1,11943.52,11950.64
2026,1,1,11946.32,11952.24
2027,1,1,11948.08,11954.68
2028,2,3,11945.72,11950.96
2029,2,3,11949.88,11956.6
2030,1,3,11950.88,11957.6
2031,1,3,11954.64,11961.36
2032,2,3,11959.56,11965.28
2033,2,3,11960.64,11967.16
2034,1,1,11960.36,11967.92
2035,1,1,11965.2,11971.8
2036,1,3,11966.12,11971.8
2037,2,2,11981.96,11986.36
2038,1,3,11981.56,11987.04
2039,1,1,11985.36,11991.48
2040,2,2,11989.68,11998.36
2041,1,3,11989.28,11999.16
2042,1,1,11996,12002.76
2043,1,1,11995.96,12003.36
2044,1,1,12003.56,12012.24
2045,1,1,12008.08,12014.96
2046,1,1,12009.84,12017.44
2047,1,3,12011.32,12018.36
2048,1,3,12012.32,12018.64
2049,1,3,12013.12,12020.56
2050,1,2,12015.16,12023.4
2051,1,1,12016.28,12022.24
2052,1,4,12022.08,12036.08
2053,2,3,12037.64,12043
2054,2,3,12039.56,12044.96
2055,1,1,12037,12043.92
2056,1,1,12042.92,12049.04
2057,1,1,12046.88,12053.76
2058,1,1,12048.12,12056.16
2059,1,2,12051.64,12058.16
2060,1,1,12060.28,12067.56
2061,2,3,12061.2,12067.96
2062,2,1,12061.76,12068.92
2063,1,2,12067.96,12073.24
2064,2,3,12118.88,12125.56
2065,1,4,12128.64,12136.6
2066,1,1,12150.16,12157.56
2067,1,4,12154.8,12165.2
2068,1,1,12156.44,12163
2069,1,4,12165.2,12171.92
2070,1,6,12168.84,12178.2
2071,1,3,12170.12,12179.12
2072,1,1,12178.4,12189.04
2073,1,1,12179.16,12189.12
2074,1,3,12182.32,12190.56
2075,2,1,12183.28,12188.96
2076,1,1,12186.16,12192.96
2077,2,1,12198,12203.32
2078,1,3,12197.36,12206.32
2079,1,3,12197.72,12206.56
2080,1,4,12203.48,12210.52
2081,1,1,12212.92,12220.36
2082,1,1,12219.44,12225.6
2083,2,3,12229.6,12238.08
2084,1,4,12240.16,12248.64
2085,1,1,12245.44,12252.32
2086,1,1,12251.08,12258.36
2087,1,1,12261.28,12269.04
2088,2,1,12272.72,12278.2
2089,1,2,12282.04,12289.24
2090,1,6,12305.12,12313.28
2091,1,1,12306.04,12314.68
2092,1,1,12308.56,12315.32
2093,1,1,12310.12,12316.6
2094,1,1,12318.6,12325.68
2095,1,3,12321.28,12327.16
2096,2,1,12323.76,12331
2097,1,2,12326.2,12331.88
2098,1,3,12332.76,12342.64
2099,2,3,12335.64,12342.84
2100,1,1,12338.88,12346.2
2101,1,3,12341.6,12347.32
2102,1,3,12351.44,12361.72
2103,2,3,12352.8,12360.16
2104,2,3,12354.08,12362.04
2105,2,2,12355.4,12363.8
2106,1,3,12363.64,12370.92
2107,1,3,12364.68,12372.52
2108,1,3,12366,12373.36
2109,2,1,12376,12379.96
2110,1,1,12383.8,12393.04
2111,1,3,12387.52,12395.28
2112,1,3,12391.48,12398.44
2113,1,3,12395.36,12402.64
2114,1,3,12399.16,12407.08
2115,1,1,12399.32,12406.96
2116,1,3,12404.96,12412.28
2117,1,3,12409.68,12415.92
2118,1,1,12412.6,12419.28
2119,1,7,12409.72,12423.62
2120,2,3,12421.88,12427.96
2121,2,1,12424.04,12430.68
2122,1,1,12423.16,12436.96
2123,1,2,12424.32,12438.82
2124,1,3,12427.96,12438.28
2125,1,3,12427.96,12439.8
2126,1,1,12424.04,12436.96
2127,1,4,12427.16,12441.46
2128,1,1,12437.56,12448.72
2129,1,1,12439.48,12446.76
2130,1,2,12444.28,12450.48
2131,1,3,12441.4,12453.44
2132,1,3,12451.96,12462.52
2133,2,6,12464.88,12473.32
2134,2,5,12469.32,12476.12
2135,1,1,12466,12474.24
2136,2,3,12474.88,12482.12
2137,2,2,12479.28,12485.68
2138,1,3,12479.4,12487.08
2139,1,1,12486.52,12491.92
2140,1,2,12490.4,12495.76
2141,1,3,12495.16,12502.32
2142,1,2,12496.52,12501.16
2143,2,1,12506.64,12519.16
2144,1,2,12507.16,12514.36
2145,2,2,12511.48,12517.32
2146,2,2,12515.68,12522.08
2147,2,2,12516.92,12523.96
2148,2,2,12520.56,12527.2
2149,1,3,12523.28,12529
2150,1,4,12534.48,12546.78
2151,1,2,12543.28,12551.44
2152,1,1,12548.72,12556.8
2153,1,1,12551.84,12557.64
2154,1,1,12554.68,12563.4
2155,1,1,12557.44,12562.96
2156,1,1,12559.6,12564.4
2157,1,3,12559.08,12566.24
2158,1,2,12625.68,12632.96
2159,2,4,12629.56,12637.24
2160,2,2,12631.48,12639.52
2161,1,3,12632.44,12639.2
2162,1,1,12634.36,12641.8
2163,1,1,12640.12,12647.6
2164,1,4,12643.72,12649.32
2165,2,3,12645.68,12654.8
2166,2,2,12650.08,12654.52
2167,1,1,12647.8,12654.52
2168,1,1,12648.76,12656.72
2169,1,1,12650.68,12658.12
2170,1,3,12659.32,12666.08
2171,1,3,12660.28,12669
2172,2,3,12663.52,12670.04
2173,1,1,12662.36,12669.36
2174,2,2,12664.52,12670.92
2175,2,2,12666.32,12673.64
2176,2,1,12667.88,12674.2
2177,2,4,12668.92,12675.84
2178,1,1,12662.32,12669.44
2179,1,3,12666.12,12673.24
2180,1,1,12666.84,12673.96
2181,1,1,12668.88,12675.64
2182,2,3,12671.56,12677.32
2183,2,3,12673.12,12679.48
2184,2,3,12674.48,12682.36
2185,2,3,12678.08,12684.76
2186,1,6,12676.12,12681.2
2187,1,2,12682.92,12688.88
2188,2,1,12690.6,12695.8
2189,1,1,12688.72,12696.4
2190,1,1,12710.2,12715.32
2191,1,1,12712.96,12718
2192,1,1,12716.28,12720.92
2193,1,1,12726.52,12730.76
2194,1,1,12726.64,12730.76
2195,1,4,12727.6,12734.2
2196,1,3,12728.92,12734.88
2197,1,1,12743,12749.76
2198,1,3,12744.64,12751.32
2199,1,1,12743.8,12752.88
2200,1,3,12745.88,12755.28
2201,1,1,12757.12,12761.76
2202,1,2,12758.84,12764.84
2203,2,1,12757.32,12762.28
2204,1,1,12769.36,12773.56
2205,1,3,12779.24,12784.6
2206,1,3,12782.2,12789.88
2207,1,1,12803.32,12808.6
2208,1,3,12813.6,12820.28
2209,1,3,12818.36,12824.04
2210,1,2,12823.6,12829.08
2211,1,1,12879.68,12884.08
2212,1,2,12892.64,12898.96
2213,1,1,12895.88,12901.76
2214,1,1,12897.52,12901.76
2215,1,3,12896.44,12900.84
2216,1,1,12897.96,12903.08
2217,1,1,12899.44,12904.44
2218,2,1,12900.44,12907.68
2219,1,1,12903.04,12909.88
2220,2,1,12903.16,12909.88
2221,2,6,12905.28,12912.4
2222,2,3,12912.52,12918.8
2223,1,1,12910.92,12917.2
2224,1,3,12913.88,12919.84
2225,1,2,12911.8,12918.68
2226,1,1,12912.76,12918.68
2227,2,1,12921.52,12927.16
2228,2,4,12923.76,12929.8
2229,1,3,12931.32,12940.2
2230,1,3,12934.84,12942.76
2231,1,1,12937.4,12943.48
2232,1,4,12934.36,12947.96
2233,1,1,12942.4,12956.56
2234,1,1,12950.8,12955.68
2235,2,3,12957.28,12965.56
2236,1,3,12963.84,12971.4
2237,2,1,12983.88,12996
2238,1,3,12984.76,12992.44
2239,2,3,13005.88,13015.64
2240,1,3,13005.88,13014.36
2241,1,2,13008.16,13015.8
2242,1,1,13010.76,13017.92
2243,2,3,13015.48,13021.52
2244,1,1,13026.04,13033.48
2245,1,1,13034.68,13040.64
2246,1,3,13034.76,13044.28
2247,1,3,13038.52,13044.28
2248,1,3,13038.96,13045.32
2249,1,3,13037.56,13046.2
2250,1,2,13041.52,13049.88
2251,1,1,13044.28,13051.72
2252,1,5,13046.2,13060.1
2253,1,1,13048.96,13056.28
2254,2,2,13052.8,13059.64
2255,1,1,13060.36,13070.2
2256,1,2,13062.16,13072.04
2257,1,2,13065.2,13074.32
2258,1,5,13069.28,13084.18
2259,2,1,13072.48,13077.96
2260,1,1,13079.8,13088.76
2261,1,1,13100.16,13105.24
2262,1,3,13104.76,13112.92
2263,1,1,13116.44,13123.76
2264,1,1,13135.16,13140.76
2265,1,3,13137.24,13144.76
2266,1,3,13142,13151.04
2267,1,1,13142.24,13151.8
2268,1,4,13144.04,13154
2269,2,4,13152.28,13157.64
2270,1,3,13152.72,13160.16
2271,1,3,13156.6,13163.64
2272,1,1,13159.56,13165.12
2273,2,2,13160,13163.76
2274,1,3,13167.4,13172.96
2275,2,3,13168.08,13174.04
2276,1,1,13173.08,13177.48
2277,1,3,13173.56,13179
2278,1,1,13180,13188.32
2279,2,5,13177.76,13181.24
2280,1,1,13180.16,13184.92
2281,1,3,13175.8,13181.24
2282,1,1,13176.2,13182.44
2283,1,1,13191.16,13196.36
2284,1,3,13190.2,13199.68
2285,2,1,13195,13200.8
2286,1,1,13200.8,13208.52
2287,1,4,13201.76,13207.76
2288,1,1,13203.08,13209
2289,1,2,13206.76,13211.96
2290,1,1,13207.64,13212.08
2291,2,1,13215.88,13221.04
2292,1,1,13216.72,13223.44
2293,2,1,13217.64,13223.4
2294,1,2,13217.8,13224.72
2295,2,3,13220.2,13227.28
2296,2,1,13221.08,13226.76
2297,2,1,13222.24,13227.64
2298,2,1,13224.2,13229.68
2299,1,1,13235.36,13243.6
2300,1,3,13239.96,13245.8
2301,1,1,13246,13253.16
2302,1,1,13248.6,13254.16
2303,1,1,13260.24,13265.92
2304,1,3,13266.92,13275.6
2305,1,2,13270.72,13277.36
2306,2,1,13271.92,13276.84
2307,2,1,13287.32,13291.52
2308,1,3,13292.68,13297.76
2309,1,4,13319.4,13324.52
2310,1,5,13322.56,13337.28
2311,2,1,13323.36,13328.44
2312,1,1,13326.6,13333.48
2313,1,1,13332.08,13336.76
2314,1,1,13345.28,13350.08
2315,1,1,13347.64,13352.36
2316,1,3,13349.04,13353.92
2317,1,1,13352.28,13366.26
2318,1,2,13377.24,13382.2
2319,1,2,13390.96,13396.68
2320,2,1,13395.2,13399.36
2321,2,7,13396.88,13406.4
2322,2,3,13400.72,13410.2
2323,1,4,13427.52,13433.28
2324,1,1,13429.32,13434.44
2325,2,2,13438.44,13443.68
2326,1,1,13438.48,13443.68
2327,2,2,13440.8,13445.76
2328,1,1,13439.72,13444.96
2329,1,1,13443.72,13448.72
2330,1,3,13448.48,13454.8
2331,1,1,13450.24,13455.56
2332,1,1,13458.16,13464.32
2333,2,1,13473.88,13481.08
2334,1,2,13488.16,13495.24
2335,1,1,13490.68,13498.56
2336,1,1,13491.64,13501.08
2337,1,4,13493.48,13502.56
2338,1,3,13507.96,13516
2339,1,3,13509,13520
2340,1,1,13511.8,13520.56
2341,2,1,13511.88,13518.56
2342,2,2,13524,13531.04
2343,1,4,13527.56,13534.76
2344,1,2,13545.4,13553.88
2345,1,1,13547.68,13555
2346,1,1,13550.2,13556.24
2347,1,2,13552.12,13557.36
2348,2,3,13556.28,13569.4
2349,2,3,13566.36,13573.24
2350,1,2,13574.2,13582.16
2351,1,2,13582.6,13587.16
2352,1,1,13600.68,13606.68
2353,2,3,13611.32,13617.4
2354,1,4,13612.36,13620.16
2355,1,2,13613.56,13619.12
2356,1,3,13623.16,13633.16
2357,1,3,13626.04,13632.96
2358,1,3,13638.52,13644.96
2359,1,1,13639.48,13646.08
2360,1,3,13641.4,13647.68
2361,1,1,13661,13669.88
2362,2,1,13674.72,13680.4
2363,2,1,13678.72,13685.56
2364,1,3,13684.76,13692.28
2365,1,2,13686.52,13692.88
2366,1,1,13689.4,13694.96
2367,1,1,13693.72,13700.56
2368,1,3,13700.92,13707.68
2369,1,2,13706.8,13716.32
2370,2,1,13716.8,13725.88
2371,1,4,13717.48,13724.16
2372,1,3,13720.12,13726.4
2373,1,1,13722.04,13727.68
2374,1,1,13725.88,13733.44
2375,1,1,13727.8,13735
2376,1,1,13728.76,13736.48
2377,1,3,13733.84,13741.48
2378,1,3,13737.4,13745.16
2379,2,6,13755.12,13763.32
2380,1,1,13760.64,13768.56
2381,2,3,13763.88,13771
2382,2,4,13768.16,13773.24
2383,1,1,13768.4,13775
2384,2,7,13773.92,13781.56
2385,1,3,13782.52,13789.08
2386,1,1,13790.2,13794.88
2387,1,3,13799.8,13807.48
2388,1,1,13805.56,13811.72
2389,2,2,13811.12,13819
2390,2,3,13813.88,13821.88
2391,2,1,13827.16,13831.88
2392,1,3,13827.88,13836.68
2393,1,3,13838.96,13846.16
2394,1,1,13841.08,13847.68
2395,1,1,13842.04,13849.04
2396,1,2,13849.72,13856.36
2397,1,3,13851.64,13856.6
2398,1,3,13855.2,13862.52
2399,1,3,13859.92,13866.44
2400,1,3,13863.32,13869.4
2401,1,3,13869.88,13877.44
2402,1,3,13871.04,13878.24
2403,1,3,13871.8,13878.72
2404,1,1,13904.44,13913.2
2405,1,1,13910.08,13919
2406,1,6,13915.88,13924.48
2407,2,1,13920.84,13928.44
2408,2,1,13923.4,13930.36
2409,2,1,13924.64,13931.32
2410,1,1,13922.68,13931.84
2411,2,2,13926.8,13934.2
2412,1,3,13924.6,13932.8
2413,2,3,13936.12,13943.8
2414,1,1,13937.92,13950.64
2415,1,1,13939.96,13947.88
2416,1,4,13940.92,13952.84
2417,1,3,13943.8,13954.88
2418,1,3,13944.76,13955.84
2419,2,3,13954.32,13959.16
2420,2,1,13976.24,13980.28
2421,1,1,13983.16,13991.88
2422,1,1,13986.04,13993.08
2423,2,4,13985.48,13991
2424,2,3,13990.48,13998.52
2425,1,2,13997.84,14005.2
2426,2,4,14004.68,14010.4
2427,2,6,14007.48,14013.8
2428,2,2,14008.48,14015.8
2429,2,2,14017.92,14023.48
2430,1,2,14019.04,14024.84
2431,1,1,14033.64,14043.6
2432,1,1,14047.04,14053.08
2433,2,1,14060.68,14066.68
2434,1,4,14062.24,14067.84
2435,1,3,14067.2,14072.88
2436,1,3,14071.88,14077.76
2437,1,2,14077.36,14085.08
2438,1,3,14081.08,14089.56
2439,1,3,14081.08,14091.12
2440,1,1,14083,14088.52
2441,1,2,14088.76,14097.8
2442,1,1,14089.96,14095.8
2443,1,1,14096,14102.92
2444,1,3,14099.6,14106.96
2445,1,3,14109.88,14117.2
2446,2,1,14114.56,14120.44
2447,1,1,14111.6,14121.04
2448,1,2,14123.08,14128.8
2449,1,3,14135,14142.52
2450,2,3,14140.12,14149.52
2451,2,3,14140.12,14150
2452,1,3,14145.48,14152.44
2453,1,3,14147.32,14155.92
2454,1,3,14157.24,14162.36
2455,1,4,14158.68,14164.28
2456,1,2,14163.76,14172
2457,1,5,14177.92,14192.26
2458,1,1,14177.6,14183.48
2459,1,1,14179.92,14187.36
2460,1,3,14178.96,14185.12
2461,1,1,14185.2,14190
2462,1,3,14189.56,14197.88
2463,1,2,14194.56,14201.76
2464,2,2,14219.04,14224.24
2465,2,1,14240.44,14245.32
2466,1,4,14244.44,14250.64
2467,1,4,14267.2,14273.72
2468,1,1,14269.24,14275.36
2469,1,4,14270.92,14277.32
2470,2,2,14294.92,14299.96
2471,1,1,14296.2,14303.44
2472,1,3,14298.16,14304.72
2473,1,1,14302.24,14309
2474,1,1,14311.32,14317.52
2475,2,3,14317.8,14324.6
2476,2,1,14318.56,14324.04
2477,2,2,14322.24,14328.12
2478,1,1,14327.76,14333.88
2479,1,2,14331.52,14339.04
2480,1,5,14341.76,14354.64
2481,1,1,14341.24,14347.24
2482,1,1,14342,14348.32
2483,1,2,14346.04,14355.08
2484,1,2,14361.52,14369.88
2485,1,2,14368.92,14375.56
2486,1,3,14382.12,14390.12
2487,2,2,14392.64,14399.28
2488,1,6,14400.12,14414.23
2489,1,1,14421.32,14427.92
2490,1,1,14444.12,14449.8
2491,1,3,14450.68,14456.24
2492,1,2,14451.72,14457.56
2493,1,1,14461,14468.52
2494,1,2,14470.68,14476.08
2495,2,3,14476.96,14483.32
2496,1,7,14474.28,14487.28
2497,1,3,14486.08,14493.04
2498,1,3,14517.96,14524.8
2499,2,1,14526.24,14530.68
2500,1,1,14527.44,14535.68
2501,2,1,14536.88,14542.88
2502,1,1,14537.2,14543.6
2503,1,1,14538.84,14545.68
2504,2,1,14550.28,14554.56
2505,2,3,14558.84,14564.96
2506,2,2,14560.56,14566.36
2507,2,1,14567.84,14572.6
2508,1,1,14569.64,14574.04
2509,2,3,14576.24,14582.68
2510,1,6,14580.28,14587.2
2511,1,3,14593.72,14599.28
2512,1,5,14583.08,14597.38
2513,2,3,14581.72,14590.84
2514,1,3,14587,14594.44
2515,2,1,14607.84,14612.96
2516,2,1,14610.36,14615.8
2517,1,1,14610.8,14621.08
2518,1,1,14613.88,14623.28
2519,1,5,14622.52,14633.72
2520,1,1,14625.4,14636.72
2521,1,1,14628.28,14639.12
2522,1,1,14636.32,14643.8
2523,2,3,14643.92,14652.28
2524,2,3,14644.88,14653.24
2525,1,1,14652.8,14659
2526,2,4,14658.8,14664.76
2527,2,1,14664.32,14668.76
2528,1,3,14669.16,14678.16
2529,1,1,14673.04,14681.96
2530,1,2,14679.88,14686.8
2531,1,1,14682.24,14690.44
2532,1,1,14683.6,14691.44
2533,1,2,14685.16,14692.72
2534,1,3,14693.48,14700.84
2535,1,4,14699.6,14707.68
2536,1,1,14711.96,14719.36
2537,1,7,14751.16,14759.32
2538,1,1,14757.08,14764.68
2539,1,1,14761.76,14768.16
2540,1,3,14791.84,14797.56
2541,1,3,14795.32,14803
2542,1,3,14806.84,14814.24
2543,2,3,14809.04,14815.48
2544,1,4,14811.64,14818.04
2545,1,5,14809.72,14824.56
2546,2,3,14811.04,14817.4
2547,2,3,14811.04,14816.88
2548,2,1,14816.72,14822.2
2549,1,3,14817.4,14827
2550,1,1,14822.2,14830.6
2551,1,3,14830.28,14838.28
2552,1,3,14836.6,14845.6
2553,1,3,14837.56,14844.8
2554,2,3,14839.12,14846.2
2555,2,2,14840.72,14847.16
2556,1,3,14836.6,14845.56
2557,1,3,14837.56,14844.8
2558,1,3,14840.44,14848.12
2559,2,4,14849.68,14857.72
2560,1,3,14851,14859.88
2561,2,1,14851.96,14858.68
2562,2,3,14854.56,14859.68
2563,2,1,14861.24,14865.56
2564,1,1,14861.12,14868.76
2565,1,3,14864.36,14871.24
2566,1,2,14873.36,14882.68
2567,1,1,14877.04,14882.56
2568,1,4,14915.32,14922.04
2569,2,3,14921.04,14929.04
2570,2,6,14923,14930.68
2571,1,3,14929.68,14935.68
2572,1,3,14927.8,14933.36
2573,1,2,14941.92,14951.84
2574,2,2,14941.96,14946.24
2575,2,1,14956.04,14960.88
2576,1,1,14964.28,14974.28
2577,1,1,14966.24,14972.96
2578,1,2,14975.08,14981.6
2579,1,4,14977.44,14983.52
2580,1,1,14978.04,14985.08
2581,1,3,14984.36,14989.12
2582,2,1,14991.32,14995.96
2583,1,3,14991.96,15000.12
2584,2,2,14998.04,15003.56
2585,1,2,15001.8,15005.88
2586,1,4,15014.88,15023.44
2587,1,3,15010.36,15019.36
2588,2,3,15012.84,15019.28
2589,1,1,15018.04,15025.32
2590,2,1,15028.88,15034.36
2591,1,1,15030.4,15038.64
2592,2,1,15032.2,15037.24
2593,1,2,15033.4,15042.12
2594,1,2,15034.36,15041.92
2595,2,3,15042.6,15051.64
2596,1,2,15047.48,15054.32
2597,1,2,15048.76,15055.6
2598,1,2,15051,15057.64
2599,2,2,15058.56,15064.12
2600,2,1,15070.92,15076.6
2601,2,3,15072.76,15078.52
2602,2,1,15071.72,15075.64
2603,1,1,15072.32,15077.44
2604,1,1,15075.64,15080.8
2605,1,6,15087.16,15097.4
2606,1,1,15087.48,15092.84
2607,1,3,15089.08,15094.68
2608,1,2,15090.04,15096.96
2609,1,1,15091.24,15100.28
2610,2,3,15100.52,15108.28
2611,2,3,15102.44,15110.2
2612,1,3,15101.56,15111.24
2613,1,1,15119.28,15124.8
2614,1,3,15126.52,15137.84
2615,1,6,15132.64,15140.6
2616,1,4,15137.96,15143.8
2617,1,3,15138.32,15146.68
2618,1,3,15141.88,15148.92
2619,1,3,15144.76,15152.28
2620,1,3,15145.72,15153.6
2621,1,1,15150.52,15155.44
2622,1,6,15155.32,15163
2623,2,1,15158.24,15163.96
2624,2,2,15161.96,15167.8
2625,2,1,15164.76,15170.68
2626,1,1,15163.96,15170.44
2627,1,2,15169.56,15173.56
2628,1,2,15174.72,15181.08
2629,2,2,15176.04,15181.24
2630,1,3,15180.28,15189
2631,1,2,15185.2,15193.92
2632,1,2,15187,15195.16
2633,1,3,15190.68,15199.28
2634,1,3,15191.8,15201.4
2635,1,3,15208.12,15214.64
2636,1,3,15215.64,15222
2637,2,3,15220.08,15223.96
2638,2,1,15221.56,15226
2639,2,3,15223.48,15228.28
2640,2,3,15224.72,15229.24
2641,1,1,15218.4,15224.72
2642,1,2,15239.08,15245.92
2643,1,2,15239.92,15247.48
2644,1,3,15241.56,15246.84
2645,1,3,15241.84,15246.12
2646,1,3,15241.72,15247.52
2647,1,6,15249.32,15256.28
2648,2,3,15251.2,15258.24
2649,2,2,15255.44,15260.2
2650,1,3,15249.72,15258.28
2651,1,1,15252.12,15259.04
2652,1,1,15254.04,15261.28
2653,1,3,15255.24,15261.8
2654,1,6,15257.2,15263.28
2655,1,2,15262.72,15269.32
2656,1,3,15271.48,15279.16
2657,1,3,15279.32,15286
2658,1,3,15276.48,15282.68
2659,1,1,15278.88,15284.88
2660,1,1,15280.96,15286.6
2661,1,3,15286.96,15292.76
2662,2,1,15288.48,15294.52
2663,1,1,15293.84,15301.72
2664,1,1,15295.48,15301
2665,1,3,15311.96,15318.4
2666,1,2,15316.88,15323
2667,1,2,15330.8,15336.04
2668,1,3,15333.88,15341.88
2669,1,1,15338.04,15344.2
2670,2,3,15344.28,15349.4
2671,1,2,15351.24,15361.16
2672,2,1,15352.88,15358.24
2673,2,3,15354.16,15359.68
2674,2,3,15357.52,15362.72
2675,1,1,15371.32,15378.44
2676,1,1,15371.32,15380.48
2677,1,1,15376.56,15382.48
2678,2,1,15382.96,15388.6
2679,2,1,15387.64,15393.28
2680,2,1,15387.72,15395.32
2681,2,3,15391.16,15398.2
2682,2,1,15387.64,15391.28
2683,1,1,15387.44,15392.88
2684,2,3,15391.28,15397.24
2685,1,1,15394.36,15402.04
2686,1,1,15396.28,15403.76
2687,1,1,15398.2,15405.36
2688,1,1,15399.16,15407.48
2689,1,3,15410.68,15418.52
2690,1,2,15413.56,15418.52
2691,1,1,15423,15428.48
2692,1,3,15427,15433.76
2693,2,2,15435.28,15440.08
2694,2,1,15437.56,15442.84
2695,1,1,15469.24,15477.76
2696,1,1,15471.16,15480.68
2697,1,1,15486.92,15495.76
2698,1,1,15488.44,15497.08
2699,1,3,15492.28,15499.6
2700,1,1,15496.04,15502.04
2701,2,1,15503.92,15508.68
2702,1,3,15504.76,15512.24
2703,1,2,15518.28,15524.88
2704,1,2,15519.04,15527.84
2705,1,2,15526.8,15533.96
2706,1,4,15532.6,15539.88
2707,2,4,15541.48,15547.96
2708,2,3,15534.12,15539.32
2709,1,3,15536.44,15543.88
2710,1,2,15554.68,15562.64
2711,2,1,15551.8,15555.64
2712,1,3,15557.56,15564.64
2713,1,1,15559.48,15566.36
2714,1,1,15563.32,15568.48
2715,1,3,15567.16,15576.2
2716,1,1,15570.04,15577.48
2717,1,3,15574.84,15582.56
2718,1,3,15578.68,15586.8
2719,1,2,15580.52,15586.44
2720,1,1,15587.32,15592.6
2721,2,2,15590.04,15594.28
2722,2,1,15595.08,15599.8
2723,2,3,15599.88,15605.68
2724,2,3,15601.72,15606.84
2725,1,1,15599.28,15605.08
2726,1,1,15602.68,15608.52
2727,1,1,15607.48,15613.32
2728,1,3,15609.4,15617.24
2729,1,3,15611.32,15617.88
2730,1,1,15619.96,15629.32
2731,1,3,15621.88,15629.32
2732,1,1,15628.6,15634.24
2733,2,3,15651.52,15656.48
2734,1,3,15653.44,15663.16
2735,1,3,15652.68,15663.16
2736,2,3,15662.76,15668.04
2737,1,1,15663.2,15671.48
2738,1,1,15668.92,15676.4
2739,1,1,15678.52,15683.68
2740,2,1,15686.4,15690.04
2741,1,3,15664,15669.88
2742,2,1,15668,15672.16
2743,1,1,15684.64,15690.04
2744,2,4,15684.76,15689.84
2745,1,3,15690.64,15697.84
2746,1,2,15695.4,15702.48
2747,1,1,15699.52,15706.8
2748,1,1,15702.6,15710.08
2749,1,4,15704.28,15710.8
2750,1,1,15705.32,15710.8
2751,1,3,15709.52,15714.88
2752,2,2,15720.72,15730.8
2753,1,3,15717.24,15725.8
2754,2,1,15721.76,15728.36
2755,1,1,15721.72,15727.52
2756,1,1,15723.64,15730
2757,1,1,15725.32,15731.4
2758,2,3,15728.84,15733.52
2759,1,1,15741.76,15747.96
2760,1,2,15744.68,15750.88
2761,2,6,15746.76,15754.56
2762,2,2,15749.12,15756.68
2763,1,1,15761.6,15766.08
2764,1,4,15764.64,15773.72
2765,1,1,15765.96,15776.64
2766,1,2,15772.6,15778.48
2767,1,1,15779.28,15784.72
2768,2,1,15782.36,15786.96
2769,1,1,15782.68,15788.36
2770,1,2,15786.12,15792.64
2771,2,3,15797.08,15801.52
2772,1,3,15804.4,15809.84
2773,1,1,15809.2,15817.32
2774,2,2,15810.76,15816.92
2775,2,3,15813.72,15819.08
2776,1,1,15810,15817.32
2777,1,1,15817.72,15824.24
2778,1,1,15819.44,15826.88
2779,1,3,15827.6,15835.6
2780,2,3,15824.84,15833.08
2781,1,1,15828.28,15836.48
2782,1,1,15833.08,15840.48
2783,1,1,15835,15841.4
2784,1,2,15866.16,15871.28
2785,1,3,15866.08,15874.08
2786,2,3,15868.28,15873.72
2787,2,3,15869.48,15874.36
2788,2,3,15869.6,15875.32
2789,1,3,15866.68,15874.08
2790,2,3,15874.24,15879.36
2791,1,1,15894.36,15901.08
2792,1,3,15908.92,15916.6
2793,1,1,15916.6,15922.56
2794,1,3,15917.88,15922.4
2795,1,3,15919.32,15925.04
2796,1,2,15920.44,15925.88
2797,1,6,15931,15937.04
2798,1,2,15934.84,15940.76
2799,1,3,15937.6,15944
2800,1,2,15944.44,15957.52
2801,1,2,15946.36,15952.56
2802,1,3,15947.32,15954.24
2803,1,3,15948.28,15954.72
2804,1,3,15948.28,15955.16
2805,1,4,15950.2,15956.96
2806,1,4,15950.2,15957.8
2807,1,3,15950.2,15958.24
2808,1,2,15951.12,15960.56
2809,1,3,15954.04,15962.12
2810,1,1,15954.04,15962.92
2811,2,1,15962.16,15968.44
